Timestamp,Boost Pressure [hPa],Ambient Air Pressure [hPa],Propeller Speed [rpm],Engine Oil Pressure [hPa],Rail Pressure [bar],Power Lever Position [%],Coolant Temperature [deg C],Intake Air Temperature [deg C],Battery Voltage [V],Fuel Pressure [hPa],Gearbox Oil Temperature [deg C],Engine Oil Temperature [deg C],Prop Actuator Duty Cycle [%],Engine Status [bin],Engine Oil Level [mm],Engine Load [%]
2024-08-17 14:12:37,1009,1020,0,0,8.7,0.0,27.4,25.2,24.3,4444,27.7,-273.1,0.0,114,0,0.0
2024-08-17 14:12:38,1009,1020,0,0,8.7,0.0,27.4,25.2,23.9,4420,27.7,-273.1,0.0,114,0,0.0
2024-08-17 14:12:39,1009,1020,0,0,8.7,0.0,27.4,25.2,24.1,4432,27.7,-273.1,0.0,114,0,0.0
2024-08-17 14:12:40,1011,1020,0,0,10.9,0.0,27.4,25.2,24.0,4420,27.7,27.3,0.0,114,48,0.0
2024-08-17 14:12:41,1011,1020,0,0,10.9,0.0,27.4,25.2,23.9,4420,27.7,26.9,0.0,114,48,0.0
2024-08-17 14:12:42,1009,1020,0,0,10.9,0.0,27.4,25.2,24.0,4420,27.7,26.9,0.0,114,48,0.0
2024-08-17 14:12:43,1011,1020,0,0,10.9,0.0,27.4,25.3,24.0,4407,27.7,27.3,0.0,114,48,0.0
2024-08-17 14:12:44,1011,1020,0,0,10.9,0.0,27.4,25.2,24.0,4407,27.7,27.3,0.0,114,48,0.0
2024-08-17 14:12:45,1011,1020,0,0,10.9,0.0,27.4,25.2,23.9,4420,27.7,27.3,0.0,114,48,0.0
2024-08-17 14:12:46,1011,1020,0,0,10.9,0.0,27.4,25.3,24.0,4432,27.7,27.3,0.0,114,48,0.0
2024-08-17 14:12:47,1011,1020,0,0,10.9,0.0,27.5,25.3,24.0,4468,27.7,27.3,0.0,114,48,0.0
2024-08-17 14:12:48,1011,1020,0,0,10.9,0.0,27.4,25.3,23.9,4420,27.7,27.3,0.0,114,48,0.0
2024-08-17 14:12:49,1011,1020,0,0,10.9,0.0,27.5,25.3,23.9,4444,27.7,27.3,0.0,114,48,0.0
2024-08-17 14:12:50,1011,1020,0,0,10.9,0.0,27.4,25.3,24.0,4444,27.7,27.3,0.0,114,48,0.0
2024-08-17 14:12:51,1011,1020,0,0,10.9,0.0,27.4,25.3,24.0,4444,27.7,27.3,0.0,114,48,0.0
2024-08-17 14:12:52,1011,1020,78,0,79.1,0.0,27.4,25.2,23.8,4395,27.7,27.3,0.0,114,48,0.0
2024-08-17 14:12:53,998,1020,682,0,487.9,0.0,27.4,25.3,23.9,4261,27.7,27.3,0.0,116,48,8.4
2024-08-17 14:12:54,1002,1020,714,21,461.5,0.0,27.5,25.3,26.8,4566,27.7,27.3,0.0,116,48,5.7
2024-08-17 14:12:55,1008,1020,712,836,450.5,0.0,27.5,25.3,26.8,4444,27.7,27.3,0.0,116,48,5.1
2024-08-17 14:12:56,1006,1020,707,3652,452.7,0.0,27.4,25.3,26.8,4456,27.7,27.3,0.0,116,48,5.2
2024-08-17 14:12:57,1006,1020,707,4639,450.5,0.0,27.4,25.3,26.9,4432,27.7,27.3,0.0,116,48,5.2
2024-08-17 14:12:58,1006,1020,707,4974,452.7,0.0,27.4,25.3,26.8,4432,27.8,27.3,0.0,116,47,5.3
2024-08-17 14:12:59,1006,1020,713,5057,459.3,0.0,27.4,25.3,27.0,4505,27.8,27.3,0.0,116,46,5.2
2024-08-17 14:13:00,1006,1020,718,5182,443.9,0.0,27.4,25.3,26.9,4468,27.8,27.3,0.0,116,46,4.2
2024-08-17 14:13:01,1006,1020,714,5261,439.5,0.0,27.4,25.3,27.0,4590,27.8,27.3,0.0,116,45,4.1
2024-08-17 14:13:02,1006,1020,712,5287,439.5,0.0,27.5,25.4,26.9,4639,27.8,27.3,0.0,116,44,4.1
2024-08-17 14:13:03,1006,1020,713,5296,437.3,0.0,27.5,25.4,26.9,4639,27.9,27.3,0.0,116,42,4.0
2024-08-17 14:13:04,1006,1020,713,5291,439.5,0.0,27.5,25.4,27.0,4590,27.9,27.3,0.0,116,42,4.1
2024-08-17 14:13:05,1005,1020,713,5304,439.5,0.0,27.5,25.4,26.9,4566,27.9,26.9,0.0,116,41,4.1
