Timestamp,Boost Pressure [hPa],Ambient Air Pressure [hPa],Propeller Speed [rpm],Engine Oil Pressure [hPa],Rail Pressure [bar],Power Lever Position [%],Coolant Temperature [deg C],Intake Air Temperature [deg C],Battery Voltage [V],Fuel Pressure [hPa],Gearbox Oil Temperature [deg C],Engine Oil Temperature [deg C],Prop Actuator Duty Cycle [%],Engine Status [bin],Engine Oil Level [mm],Engine Load [%]
2024-08-19 18:57:11,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.4,-273.1,0.0,18,0,0.0
2024-08-19 18:57:12,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,12,34.4,-273.1,0.0,18,0,0.0
2024-08-19 18:57:13,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.3,32.8,0.0,18,47,0.0
2024-08-19 18:57:14,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.4,32.4,0.0,18,47,0.0
2024-08-19 18:57:15,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.4,32.4,0.0,18,47,0.0
2024-08-19 18:57:16,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.4,32.4,0.0,18,47,0.0
2024-08-19 18:57:17,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:18,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:19,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:20,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:21,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:22,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:23,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:24,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:25,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:26,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:27,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:28,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:29,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:30,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:31,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:32,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:33,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:34,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:35,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:36,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:37,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:38,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:39,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:40,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:41,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:42,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:43,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:44,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:45,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:46,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:47,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:48,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:49,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:50,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:51,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:52,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:53,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:54,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
2024-08-19 18:57:55,-1,-1,-1,-1,-0.1,-0.0,-273.2,-273.2,-0.0,-1,-273.2,-273.2,-0.0,65535,-0,-0.0
