Timestamp,Boost Pressure [hPa],Ambient Air Pressure [hPa],Propeller Speed [rpm],Engine Oil Pressure [hPa],Rail Pressure [bar],Power Lever Position [%],Coolant Temperature [deg C],Intake Air Temperature [deg C],Battery Voltage [V],Fuel Pressure [hPa],Gearbox Oil Temperature [deg C],Engine Oil Temperature [deg C],Prop Actuator Duty Cycle [%],Engine Status [bin],Engine Oil Level [mm],Engine Load [%]
2024-08-19 18:55:42,1009,1017,0,0,8.7,0.0,33.5,30.1,28.9,0,34.3,-273.1,0.0,18,0,0.0
2024-08-19 18:55:43,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.4,32.8,0.0,18,47,0.0
2024-08-19 18:55:44,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.4,32.8,0.0,18,47,0.0
2024-08-19 18:55:45,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,12,34.3,32.8,0.0,18,47,0.0
2024-08-19 18:55:46,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.4,32.8,0.0,18,47,0.0
2024-08-19 18:55:47,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.3,32.8,0.0,18,47,0.0
2024-08-19 18:55:48,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,12,34.3,32.8,0.0,18,47,0.0
2024-08-19 18:55:49,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.4,32.8,0.0,18,47,0.0
2024-08-19 18:55:50,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.3,32.8,0.0,18,47,0.0
2024-08-19 18:55:51,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.3,32.4,0.0,18,47,0.0
2024-08-19 18:55:52,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.3,32.8,0.0,18,47,0.0
2024-08-19 18:55:53,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.4,32.8,0.0,18,47,0.0
2024-08-19 18:55:54,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.4,32.4,0.0,18,47,0.0
2024-08-19 18:55:55,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.4,32.4,0.0,18,47,0.0
2024-08-19 18:55:56,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.4,32.8,0.0,18,47,0.0
2024-08-19 18:55:57,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.4,32.8,0.0,18,47,0.0
2024-08-19 18:55:58,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.4,32.8,0.0,18,47,0.0
2024-08-19 18:55:59,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.3,32.4,0.0,18,47,0.0
2024-08-19 18:56:00,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.4,32.4,0.0,18,47,0.0
2024-08-19 18:56:01,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.4,32.8,0.0,18,47,0.0
2024-08-19 18:56:02,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.4,32.8,0.0,18,47,0.0
2024-08-19 18:56:03,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.3,32.8,0.0,18,47,0.0
2024-08-19 18:56:04,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.4,32.8,0.0,18,48,0.0
2024-08-19 18:56:05,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.3,32.8,0.0,18,47,0.0
2024-08-19 18:56:06,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.4,32.8,0.0,18,47,0.0
2024-08-19 18:56:07,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.3,32.4,0.0,18,47,0.0
2024-08-19 18:56:08,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.4,32.4,0.0,18,47,0.0
2024-08-19 18:56:09,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.4,32.4,0.0,18,47,0.0
2024-08-19 18:56:10,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.3,32.4,0.0,18,47,0.0
2024-08-19 18:56:11,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,12,34.4,32.8,0.0,18,47,0.0
2024-08-19 18:56:12,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.3,32.8,0.0,18,47,0.0
2024-08-19 18:56:13,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.4,32.4,0.0,18,47,0.0
2024-08-19 18:56:14,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.4,32.8,0.0,18,47,0.0
2024-08-19 18:56:15,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,12,34.4,32.8,0.0,18,47,0.0
2024-08-19 18:56:16,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.4,32.8,0.0,18,47,0.0
2024-08-19 18:56:17,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.4,32.8,0.0,18,47,0.0
2024-08-19 18:56:18,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.4,32.8,0.0,18,47,0.0
2024-08-19 18:56:19,1009,1017,0,0,8.7,0.0,33.5,30.1,29.0,0,34.4,32.8,0.0,18,47,0.0
