Timestamp,Boost Pressure [hPa],Ambient Air Pressure [hPa],Propeller Speed [rpm],Engine Oil Pressure [hPa],Rail Pressure [bar],Power Lever Position [%],Coolant Temperature [deg C],Intake Air Temperature [deg C],Battery Voltage [V],Fuel Pressure [hPa],Gearbox Oil Temperature [deg C],Engine Oil Temperature [deg C],Prop Actuator Duty Cycle [%],Engine Status [bin],Engine Oil Level [mm],Engine Load [%]
2024-08-19 18:50:40,1006,1016,0,0,8.7,0.0,33.4,30.0,28.8,0,34.2,-273.1,0.0,146,0,0.0
2024-08-19 18:50:41,1006,1016,0,0,8.7,0.0,33.5,30.0,28.8,0,34.2,-273.1,0.0,146,0,0.0
2024-08-19 18:50:42,1006,1016,0,0,8.7,0.0,33.5,30.0,28.8,0,34.2,-273.1,0.0,146,0,0.0
2024-08-19 18:50:43,1006,1016,0,0,8.7,0.0,33.5,30.0,28.8,0,34.2,32.4,0.0,146,47,0.0
2024-08-19 18:50:44,1006,1016,0,0,8.7,0.0,33.5,30.0,28.8,0,34.2,32.4,0.0,146,47,0.0
2024-08-19 18:50:45,1006,1016,0,0,8.7,0.0,33.5,30.0,28.8,0,34.3,32.4,0.0,146,47,0.0
2024-08-19 18:50:46,1006,1016,0,0,8.7,0.0,33.5,30.0,28.8,0,34.3,32.4,0.0,146,47,0.0
2024-08-19 18:50:47,1008,1016,0,0,8.7,0.0,33.5,30.0,28.8,0,34.3,32.4,0.0,146,47,0.0
2024-08-19 18:50:48,1008,1016,0,0,8.7,0.0,33.5,30.0,28.8,0,34.3,32.4,0.0,146,47,0.0
2024-08-19 18:50:49,1008,1016,0,0,8.7,0.0,33.5,30.0,28.8,0,34.3,32.4,0.0,146,47,0.0
2024-08-19 18:50:50,1008,1016,0,0,8.7,0.0,33.5,30.0,28.8,0,34.3,32.4,0.0,146,47,0.0
2024-08-19 18:50:51,1008,1016,0,0,8.7,0.0,33.5,30.0,28.8,0,34.3,32.4,0.0,146,47,0.0
2024-08-19 18:50:52,1008,1016,0,0,8.7,0.0,33.5,30.0,28.9,0,34.3,32.4,0.0,146,47,0.0
2024-08-19 18:50:53,1008,1016,0,0,8.7,0.0,33.5,30.0,28.8,0,34.3,32.4,0.0,146,47,0.0
2024-08-19 18:50:54,1008,1016,0,0,8.7,0.0,33.5,30.0,28.8,0,34.3,32.4,0.0,146,47,0.0
2024-08-19 18:50:55,1008,1016,0,0,8.7,0.0,33.5,30.0,28.8,0,34.3,32.4,0.0,146,47,0.0
2024-08-19 18:50:56,1008,1016,0,0,8.7,0.0,33.5,30.0,28.8,0,34.3,32.4,0.0,146,47,0.0
2024-08-19 18:50:57,1008,1016,0,0,8.7,0.0,33.5,30.0,28.9,0,34.3,32.4,0.0,146,47,0.0
2024-08-19 18:50:58,1008,1016,0,0,8.7,0.0,33.5,30.0,28.8,0,34.3,32.4,0.0,146,47,0.0
2024-08-19 18:50:59,1008,1016,0,0,8.7,0.0,33.5,30.0,28.8,0,34.3,32.4,0.0,146,47,0.0
2024-08-19 18:51:00,1008,1016,0,0,8.7,0.0,33.5,30.0,28.8,0,34.3,32.4,0.0,146,47,0.0
2024-08-19 18:51:01,1008,1016,0,0,8.7,0.0,33.5,30.0,28.8,0,34.3,32.4,0.0,146,47,0.0
2024-08-19 18:51:02,1008,1016,0,0,8.7,0.0,33.5,30.0,28.8,0,34.3,32.3,0.0,146,47,0.0
2024-08-19 18:51:03,1008,1016,0,0,8.7,0.0,33.5,30.0,28.8,0,34.3,32.3,0.0,146,47,0.0
2024-08-19 18:51:04,1008,1016,0,0,8.7,0.0,33.5,30.0,28.8,0,34.3,32.3,0.0,146,47,0.0
2024-08-19 18:51:05,1008,1016,0,0,8.7,0.0,33.5,30.0,28.8,0,34.3,32.4,0.0,146,47,0.0
2024-08-19 18:51:06,1008,1016,0,0,8.7,0.0,33.5,30.0,28.8,0,34.3,32.4,0.0,146,47,0.0
