Timestamp,Boost Pressure [hPa],Ambient Air Pressure [hPa],Propeller Speed [rpm],Engine Oil Pressure [hPa],Rail Pressure [bar],Power Lever Position [%],Coolant Temperature [deg C],Intake Air Temperature [deg C],Battery Voltage [V],Fuel Pressure [hPa],Gearbox Oil Temperature [deg C],Engine Oil Temperature [deg C],Prop Actuator Duty Cycle [%],Engine Status [bin],Engine Oil Level [mm],Engine Load [%]
2024-08-19 18:55:19,1009,1016,0,0,8.7,0.0,33.6,30.0,28.9,0,34.3,-273.1,0.0,146,0,0.0
2024-08-19 18:55:20,1009,1016,0,0,8.7,0.0,33.6,30.0,28.9,0,34.3,-273.1,0.0,146,0,0.0
2024-08-19 18:55:21,1009,1016,0,0,8.7,0.0,33.6,30.0,28.9,0,34.3,32.8,0.0,146,47,0.0
2024-08-19 18:55:22,1009,1016,0,0,8.7,0.0,33.6,30.0,28.9,0,34.3,32.8,0.0,146,47,0.0
2024-08-19 18:55:23,1009,1016,0,0,8.7,0.0,33.5,30.0,28.9,0,34.3,32.8,0.0,146,47,0.0
2024-08-19 18:55:24,1009,1016,0,0,8.7,0.0,33.6,30.0,28.9,0,34.3,32.8,0.0,146,47,0.0
2024-08-19 18:55:25,1009,1016,0,0,8.7,0.0,33.6,30.0,28.9,0,34.3,32.8,0.0,146,47,0.0
2024-08-19 18:55:26,1009,1016,0,0,8.7,0.0,33.6,30.0,28.9,0,34.3,32.8,0.0,146,47,0.0
2024-08-19 18:55:27,1009,1016,0,0,8.7,0.0,33.6,30.0,28.9,0,34.3,32.4,0.0,146,47,0.0
2024-08-19 18:55:28,1009,1016,0,0,8.7,0.0,33.6,30.0,28.9,0,34.3,32.4,0.0,146,47,0.0
2024-08-19 18:55:29,1009,1016,0,0,8.7,0.0,33.6,30.1,28.9,0,34.3,32.8,0.0,146,47,0.0
2024-08-19 18:55:30,1009,1016,0,0,8.7,0.0,33.6,30.0,28.9,0,34.3,32.4,0.0,146,47,0.0
2024-08-19 18:55:31,1009,1016,0,0,8.7,0.0,33.6,30.0,28.9,0,34.3,32.4,0.0,146,47,0.0
2024-08-19 18:55:32,1009,1016,0,0,8.7,0.0,33.6,30.0,28.9,0,34.3,32.4,0.0,146,47,0.0
2024-08-19 18:55:33,1009,1016,0,0,8.7,0.0,33.6,30.0,28.9,0,34.3,32.8,0.0,146,47,0.0
2024-08-19 18:55:34,1009,1016,0,0,8.7,0.0,33.6,30.0,28.9,0,34.3,32.8,0.0,146,47,0.0
2024-08-19 18:55:35,1009,1016,0,0,8.7,0.0,33.5,30.0,28.9,0,34.3,32.8,0.0,146,47,0.0
2024-08-19 18:55:36,1009,1016,0,0,8.7,0.0,33.6,30.0,28.9,0,34.3,32.4,0.0,146,47,0.0
2024-08-19 18:55:37,1009,1016,0,0,8.7,0.0,33.6,30.0,28.9,0,34.3,32.4,0.0,146,47,0.0
2024-08-19 18:55:38,1009,1016,0,0,8.7,0.0,33.5,30.0,28.9,0,34.3,32.8,0.0,146,47,0.0
2024-08-19 18:55:39,1009,1016,0,0,8.7,0.0,33.6,30.0,28.9,0,34.3,32.8,0.0,146,47,0.0
2024-08-19 18:55:40,1009,1016,0,0,8.7,0.0,33.6,30.0,28.9,0,34.3,32.8,0.0,146,47,0.0
2024-08-19 18:55:41,1009,1016,0,0,8.7,0.0,33.5,30.0,28.9,0,34.3,32.8,0.0,146,48,0.0
2024-08-19 18:55:42,1009,1016,0,0,8.7,0.0,33.6,30.0,28.9,0,34.3,32.8,0.0,146,47,0.0
2024-08-19 18:55:43,1009,1016,0,0,8.7,0.0,33.5,30.0,28.9,0,34.3,32.8,0.0,146,47,0.0
2024-08-19 18:55:44,1009,1016,0,0,8.7,0.0,33.5,30.0,28.9,0,34.3,32.4,0.0,146,47,0.0
2024-08-19 18:55:45,1009,1016,0,0,8.7,0.0,33.6,30.0,28.9,0,34.3,32.4,0.0,146,47,0.0
2024-08-19 18:55:46,1009,1016,0,0,8.7,0.0,33.5,30.1,28.9,0,34.3,32.4,0.0,146,47,0.0
2024-08-19 18:55:47,1009,1016,0,0,8.7,0.0,33.5,30.1,28.9,0,34.3,32.4,0.0,146,47,0.0
