Timestamp,Boost Pressure [hPa],Ambient Air Pressure [hPa],Propeller Speed [rpm],Engine Oil Pressure [hPa],Rail Pressure [bar],Power Lever Position [%],Coolant Temperature [deg C],Intake Air Temperature [deg C],Battery Voltage [V],Fuel Pressure [hPa],Gearbox Oil Temperature [deg C],Engine Oil Temperature [deg C],Prop Actuator Duty Cycle [%],Engine Status [bin],Engine Oil Level [mm],Engine Load [%]
2024-08-01 01:53:00,1012,1023,0,0,10.9,0.0,34.7,31.0,24.5,4407,35.0,-273.1,0.0,242,0,0.0
2024-08-01 01:53:01,1012,1023,0,0,10.9,0.0,34.7,31.0,24.4,4383,35.0,34.2,0.0,242,48,0.0
2024-08-01 01:53:02,1012,1023,0,0,10.9,0.0,34.7,31.0,24.4,4395,35.0,34.2,0.0,242,48,0.0
2024-08-01 01:53:03,1012,1023,0,0,10.9,0.0,34.8,31.0,24.4,4432,35.0,34.6,0.0,242,48,0.0
2024-08-01 01:53:04,1012,1023,0,0,10.9,0.0,34.7,31.0,24.4,4407,35.0,34.2,0.0,242,48,0.0
2024-08-01 01:53:05,1012,1023,0,0,10.9,0.0,34.7,31.0,24.3,4371,35.0,34.2,0.0,242,48,0.0
2024-08-01 01:53:06,1012,1023,0,0,10.9,0.0,34.7,31.0,24.4,4420,35.0,34.2,0.0,242,48,0.0
2024-08-01 01:53:07,1010,1023,156,0,294.4,0.0,34.8,31.0,24.2,4273,35.0,34.2,0.0,242,48,0.0
2024-08-01 01:53:08,1000,1023,740,0,505.4,0.0,34.8,31.0,24.1,4151,35.0,34.2,0.0,244,48,0.0
2024-08-01 01:53:09,1011,1023,707,42,465.9,0.0,34.8,30.9,26.8,4481,35.0,34.2,0.0,244,48,0.0
2024-08-01 01:53:10,1015,1023,712,1811,465.9,0.0,34.8,31.0,26.8,4468,35.0,34.2,0.0,244,48,0.0
2024-08-01 01:53:11,1015,1023,717,3898,470.3,0.0,34.8,30.9,26.9,4432,35.0,34.2,0.0,244,48,0.0
2024-08-01 01:53:12,1015,1023,717,4666,465.9,0.0,34.8,30.9,26.9,4383,35.0,34.2,0.0,244,48,0.0
2024-08-01 01:53:13,1015,1023,713,4920,465.9,0.0,34.8,30.9,27.0,4420,35.0,34.2,0.0,244,46,0.0
2024-08-01 01:53:14,1015,1025,713,4960,463.7,0.0,34.8,30.9,26.9,4432,35.0,34.2,0.0,244,45,0.0
2024-08-01 01:53:15,1015,1025,715,4931,461.5,0.0,34.8,30.9,27.0,4444,35.0,34.2,0.0,244,45,0.0
2024-08-01 01:53:16,1015,1023,714,4898,459.3,0.0,34.8,30.7,27.0,4407,35.1,34.2,0.0,244,43,0.0
2024-08-01 01:53:17,1012,1023,713,4915,461.5,0.0,34.8,30.7,27.0,4407,35.1,34.2,0.0,244,41,0.0
2024-08-01 01:53:18,1012,1025,712,4939,461.5,0.0,34.9,30.7,27.1,4407,35.1,34.2,0.0,244,41,0.0
2024-08-01 01:53:19,1011,1023,714,4940,461.5,0.0,34.9,30.7,27.0,4456,35.1,34.2,0.0,244,40,0.0
2024-08-01 01:53:20,1009,1023,714,4944,463.7,0.0,34.9,30.5,27.0,4444,35.1,34.2,0.0,244,38,0.0
2024-08-01 01:53:21,1009,1023,712,4927,461.5,0.0,34.9,30.5,27.1,4456,35.1,34.2,0.0,244,38,0.0
2024-08-01 01:53:22,1009,1025,710,4924,463.7,0.0,35.0,30.5,27.0,4432,35.1,34.2,0.0,244,36,0.0
2024-08-01 01:53:23,1009,1025,712,4913,463.7,0.0,35.0,30.5,27.1,4432,35.2,34.2,0.0,244,35,0.0
2024-08-01 01:53:24,1009,1023,713,4895,463.7,0.0,35.0,30.3,27.1,4420,35.2,34.2,0.0,244,35,0.0
2024-08-01 01:53:25,1009,1025,712,4876,463.7,0.0,35.0,30.3,27.2,4444,35.2,34.2,0.0,244,34,0.0
2024-08-01 01:53:26,1009,1023,713,4855,461.5,0.0,35.0,30.3,27.1,4420,35.2,34.2,0.0,244,33,0.0
2024-08-01 01:53:27,1009,1023,713,4835,461.5,0.0,35.1,30.3,27.0,4395,35.2,34.2,0.0,244,33,0.0
2024-08-01 01:53:28,1009,1023,713,4817,459.3,0.0,35.2,30.3,27.2,4407,35.2,34.2,0.0,244,32,0.0
2024-08-01 01:53:29,1009,1023,711,4811,461.5,0.0,35.2,30.1,27.1,4371,35.2,34.6,0.0,244,31,0.0
2024-08-01 01:53:30,1009,1023,714,4814,459.3,0.0,35.3,30.1,27.1,4371,35.2,34.6,0.0,244,31,0.0
2024-08-01 01:53:31,1009,1025,712,4794,457.1,0.0,35.3,30.1,27.1,4371,35.3,34.2,0.0,244,30,0.0
2024-08-01 01:53:32,1009,1025,712,4778,457.1,0.0,35.4,30.0,27.0,4371,35.3,34.6,0.0,244,30,0.0
2024-08-01 01:53:33,1009,1023,713,4775,459.3,0.0,35.5,30.0,27.1,4371,35.3,34.6,0.0,244,30,0.0
2024-08-01 01:53:34,1009,1023,713,4757,457.1,0.0,35.5,30.0,27.1,4346,35.3,34.2,0.0,244,30,0.0
2024-08-01 01:53:35,1009,1023,713,4748,459.3,0.0,35.6,30.0,27.1,4371,35.3,34.2,0.0,244,29,0.0
2024-08-01 01:53:36,1009,1023,710,4726,457.1,0.0,35.7,30.0,27.0,4358,35.3,34.2,0.0,244,29,0.0
2024-08-01 01:53:37,1009,1023,711,4719,457.1,0.0,35.7,29.8,27.0,4407,35.4,34.2,0.0,244,28,0.0
2024-08-01 01:53:38,1009,1025,714,4716,472.5,0.0,35.8,29.8,27.0,4639,35.4,34.2,0.0,244,28,0.0
2024-08-01 01:53:39,1009,1023,710,4731,459.3,0.0,35.9,29.8,26.9,4639,35.4,34.2,0.0,244,28,0.0
2024-08-01 01:53:40,1009,1023,708,4743,454.9,0.0,35.9,29.8,27.0,4639,35.4,34.6,0.0,244,28,0.0
2024-08-01 01:53:41,1009,1023,711,4746,448.3,0.0,36.0,29.8,26.8,4627,35.4,34.2,0.0,244,28,0.0
2024-08-01 01:53:42,1009,1023,711,4761,446.1,0.0,36.1,29.6,26.9,4615,35.4,34.2,0.0,244,28,0.0
2024-08-01 01:53:43,1009,1023,711,4734,443.9,0.0,36.2,29.6,27.0,4627,35.4,34.2,0.0,244,28,0.0
2024-08-01 01:53:44,1009,1023,708,4713,452.7,0.0,36.2,29.6,26.9,4676,35.5,34.2,0.0,244,27,0.0
2024-08-01 01:53:45,1009,1023,711,4703,450.5,0.0,36.3,29.6,26.8,4676,35.5,34.2,0.0,244,27,0.0
2024-08-01 01:53:46,1009,1023,710,4707,446.1,0.0,36.4,29.6,27.0,4651,35.5,34.2,0.0,244,27,0.0
2024-08-01 01:53:47,1009,1023,712,4707,443.9,0.0,36.5,29.4,26.8,4639,35.5,34.6,0.0,244,27,0.0
2024-08-01 01:53:48,1009,1023,711,4719,443.9,0.0,36.5,29.4,27.0,4627,35.5,34.2,0.0,244,27,0.0
2024-08-01 01:53:49,1009,1023,708,4731,441.7,0.0,36.6,29.4,26.8,4627,35.5,34.2,0.0,244,27,0.0
2024-08-01 01:53:50,1009,1025,710,4721,446.1,0.0,36.7,29.4,26.9,4651,35.6,34.6,0.0,244,27,0.0
2024-08-01 01:53:51,1009,1023,700,4669,452.7,0.0,36.8,29.4,27.0,4651,35.6,34.2,0.0,244,27,0.0
